orb_id,Tier_manual,Type,Intensity_auto,Stage_calc,relationship_context,Prompt Text,Tier_from_intensity,Tier_mismatch_flag,stage_v2,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,memory_hook,target_gender,min_players,max_players,escalation_weight
ORB0827,extreme,dare,9.0,20,requires_partner,Share your most intimate fantasy and make it come true.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0828,extreme,dare,9.0,20,requires_partner,Use feathers to playfully tickle your partner’s body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0829,extreme,dare,9.0,20,requires_partner,Tease each other with remote-controlled sex toys.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0830,extreme,dare,9.0,20,requires_partner,Kiss your partner all over without using your hands.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0831,extreme,dare,9.0,20,requires_partner,Play a game of ‘never have I ever’ with a sexual twist.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0832,extreme,dare,9.0,20,requires_partner,Take turns giving each other sensual neck kisses.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0833,extreme,dare,9.0,20,requires_partner,Use body paint to decorate each other’s bodies.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0834,extreme,dare,9.0,20,requires_partner,Trace your partner’s body with your fingertips.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0835,extreme,dare,9.0,20,requires_partner,Experiment with different temperatures during foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0836,extreme,dare,9.0,20,requires_partner,Use hot massage oils for an intimate massage.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0837,extreme,dare,9.0,20,requires_partner,Spend an even exploring your partner’s erogenous zones.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0838,extreme,dare,9.0,20,requires_partner,Tie each other’s hands behind your back and tease each other.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0839,extreme,dare,9.0,20,requires_partner,Use a feather to trace patterns on your partner’s skin.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0840,extreme,dare,9.0,20,requires_partner,Kiss your partner’s ears and whisper naughty thoughts.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0841,extreme,dare,9.0,20,requires_partner,Take turns blindfolding each other and enjoying the sensations.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0842,extreme,dare,9.0,20,requires_partner,Use ice cubes to tease your partner’s sensitive spots.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0843,extreme,dare,9.0,20,requires_partner,Play with wax to create gentle heat sensations.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0844,extreme,dare,9.0,20,requires_partner,Use flavored lube to enhance your intimate activities.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0845,extreme,dare,9.6,20,requires_partner,Whisper sexual fantasies into your partner’s ear while in public.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0846,extreme,dare,9.6,20,requires_partner,Spend the evening kissing passionately without having sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0847,extreme,dare,9.0,20,requires_partner,Try new oral techniques on each other.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0848,extreme,dare,9.0,20,requires_partner,Kiss each other passionately in front of a mirror.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0849,extreme,dare,9.0,20,requires_partner,Use silk scarves to blindfold your partner during sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0850,extreme,dare,9.0,20,requires_partner,Try a new position you've never done before.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0851,extreme,dare,9.0,20,requires_partner,Use a silk sheet during foreplay to tease your partner’s body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0852,extreme,dare,9.0,20,requires_partner,Spend the evening taking naughty pictures of each other.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0853,extreme,dare,9.0,20,requires_partner,Try role-playing one of your partner’s fantasies.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0854,extreme,dare,9.0,20,requires_partner,Use provocative language during sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0855,extreme,dare,9.0,20,requires_partner,Take a shower together and wash each other’s bodies.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0856,extreme,dare,9.0,20,requires_partner,Spend an evening exploring your partner’s body with your tongue.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0857,extreme,dare,9.0,20,requires_partner,Use strawberries and chocolate during foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0858,extreme,dare,9.0,20,requires_partner,Let your partner watch as you pleasure yourself.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0859,extreme,dare,9.0,20,requires_partner,Spend an evening experimenting with different kinds of kisses.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0860,extreme,dare,9.0,20,requires_partner,Try a new sex toy together.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0861,extreme,dare,9.0,20,requires_partner,Engage in a lengthy make-out session,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0862,extreme,dare,9.0,20,requires_partner,"Use massage oils to give each other a relaxing, sensual massage.",1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0863,extreme,dare,9.6,20,requires_partner,Let your partner lick or kiss whipped cream off your body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0864,extreme,dare,9.0,20,requires_partner,Engage in a mutual make-out session without using your hands.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0865,extreme,dare,9.0,20,requires_partner,Use ice to lightly touch and tease your partner's body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0866,extreme,dare,9.0,20,requires_partner,Try a new form of intimate touch you’ve never done before.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0867,extreme,dare,9.0,20,requires_partner,Spend the evening exploring each other’s bodies with a blindfold on.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0868,extreme,dare,9.0,20,requires_partner,Use your tongue to trace letters or words on your partner's skin.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0869,extreme,dare,9.0,20,requires_partner,Engage in a passionate make-out session under the covers.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0870,extreme,dare,9.0,20,requires_partner,Let your partner tease you while you’re blindfolded.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0871,extreme,dare,9.0,20,requires_partner,Record a sexy voice message for your partner.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0872,extreme,dare,9.0,20,requires_partner,Share a sexy memory from your past.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0873,extreme,dare,9.0,20,requires_partner,Spend the evening playing strip poker.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0874,extreme,dare,9.0,20,requires_partner,Act out a role-play scenario involving a forbidden fantasy.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0875,extreme,dare,9.0,20,requires_partner,Use whipped cream to create patterns on your partner’s body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0876,extreme,dare,9.0,20,requires_partner,Explore each other’s bodies with ice cubes.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0877,extreme,dare,9.0,20,requires_partner,Kiss your partner while holding ice cubes in your mouth.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0878,extreme,dare,9.0,20,requires_partner,Spend an evening experimenting with different types of touches.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0879,extreme,dare,9.0,20,requires_partner,Use flavored lube for a fun and intimate experience.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0880,extreme,dare,9.0,20,requires_partner,Let your partner paint your body with chocolate syrup.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0881,extreme,dare,9.0,20,requires_partner,Spend an evening experimenting with new ways to use your hands.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0882,extreme,dare,9.0,20,requires_partner,Let your partner introduce you to their favorite kink.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0883,extreme,dare,9.0,20,requires_partner,Use your mouth to explore your partner’s body.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0884,extreme,dare,9.0,20,requires_partner,Try role-playing as strangers meeting for the first time.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0885,extreme,dare,9.0,20,,Experiment with different types of foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0886,extreme,truth,9.0,20,,What's the best sexual experience you've ever had?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0887,extreme,truth,9.0,20,,How much noise do you make when having sex?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0888,extreme,truth,9.0,20,,What's the most awkward thing that's ever happened to you during sex?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0889,extreme,truth,9.0,20,,What's the weirdest sex dream you ever had?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0890,extreme,truth,9.0,20,,"Do you have a thing for feet - and if you don't, have you ever been with someone who does?",1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0891,extreme,truth,9.0,20,,What's a great sext you remember getting?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0892,extreme,truth,9.0,20,,Do you have any special sexual talents?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0893,extreme,truth,9.0,20,,What's your most embarrassing sexting story?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0894,extreme,truth,9.0,20,,Have you ever done sexy roleplay with a partner? What roles did you play?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0895,extreme,truth,9.0,20,,How do you feel about ending sex with bruises or scratch marks?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0896,extreme,truth,9.0,20,,What's the weirdest noise you or a partner has made during sex?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0897,extreme,truth,9.0,20,,Do you like messy sex?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0898,extreme,truth,9.0,20,,Do you like rough sex?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0899,extreme,truth,9.0,20,,Are people sexier when they're hot and sweaty or freshly showered?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0900,extreme,truth,9.1,20,,Have you ever had a sexual fantasy come true - and what was it?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0901,extreme,truth,9.0,20,,Have you ever had sex so intense you couldn't walk afterwards?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0902,extreme,truth,9.0,20,,Do you like things in your butt?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0903,extreme,truth,9.0,20,,Have you ever masturbated at work?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0904,extreme,truth,9.0,20,,Have you ever had sex at the office?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0905,extreme,truth,9.1,20,,What's your most secret sexual fantasy?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0906,extreme,truth,9.0,20,,Have you ever had sex with more than one person at once?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0907,extreme,truth,9.0,20,,Have you ever had sex with two or more people at once?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0908,extreme,truth,9.0,20,,Do you like gooning?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0909,extreme,truth,9.0,20,,What's the weirdest thing you've ever masturbated to?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0910,extreme,truth,9.0,20,,Have you ever used a sex swing?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0911,extreme,truth,9.0,20,,How many fingers can you take?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0912,extreme,truth,9.0,20,,Have you ever used something that wasn't a sex toy as a sex toy (including with a partner)?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0913,extreme,truth,9.0,20,,Have you ever been to an orgy?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0914,extreme,truth,9.0,20,,Do you like having your ass eaten?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0915,extreme,truth,9.0,20,,What's the biggest sex toy you've ever used (including with a partner)?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0916,extreme,truth,9.0,20,,What's the worst sex thing you've ever done that you'd do again for the right person?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0917,extreme,truth,9.0,20,,What's the weirdest object you've ever used during sex (or solo play),1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0918,extreme,truth,9.0,20,,What's the most dangerous thing you've tried during sex?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0919,extreme,truth,9.0,20,,Do you like to eat ass?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0920,extreme,truth,9.0,20,,"Do you squirt, or have you made someone squirt?",1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0921,extreme,truth,9.0,20,,What's the most different people you've ever slept with in 24 hours?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0922,extreme,truth,9.0,20,,Do you have any sexual fantasies you're ashamed of?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0923,extreme,truth,9.0,20,,Have you ever fisted or been fisted by someone?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0924,extreme,truth,9.0,20,,Have you ever tried pony play?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0925,extreme,truth,9.0,20,,Have you ever had a long-term dom or domme?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0926,extreme,truth,9.0,20,,Do you like to be choked?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0927,extreme,truth,9.0,20,,"Religious roleplay - hail Mary, or hell no?",1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0928,extreme,truth,9.0,20,,Have you ever felt aroused in public?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0929,extreme,truth,9.0,20,,"Shibari rope bondage - too much fun, or too much faff?",1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0930,extreme,truth,9.0,20,,Have you tried wax play?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
